"Country or Area","Element","Year","Unit","Value","Value Footnotes"
"Mauritania","Gross per capita Production Index Number (2014-2016 = 100)","2000","index","111.38","Fc"
"Mauritania","Gross per capita Production Index Number (2014-2016 = 100)","1999","index","105.82","Fc"
"Mauritania","Gross per capita Production Index Number (2014-2016 = 100)","1998","index","105.22","Fc"
"Mauritania","Gross per capita Production Index Number (2014-2016 = 100)","1997","index","105.03","Fc"
"Mauritania","Gross per capita Production Index Number (2014-2016 = 100)","1996","index","104.50","Fc"
"Mauritania","Gross per capita Production Index Number (2014-2016 = 100)","1995","index","101.92","Fc"
"Mauritania","Gross per capita Production Index Number (2014-2016 = 100)","1994","index","101.15","Fc"
"Mauritania","Gross per capita Production Index Number (2014-2016 = 100)","1993","index","100.52","Fc"
"Mauritania","Gross per capita Production Index Number (2014-2016 = 100)","1992","index","102.81","Fc"
"Mauritania","Gross per capita Production Index Number (2014-2016 = 100)","1991","index","108.48","Fc"
"Mauritania","Gross per capita Production Index Number (2014-2016 = 100)","1990","index","107.57","Fc"
"Mauritania","Gross per capita Production Index Number (2014-2016 = 100)","1989","index","107.06","Fc"
"Mauritania","Gross per capita Production Index Number (2014-2016 = 100)","1988","index","104.04","Fc"
"Mauritania","Gross per capita Production Index Number (2014-2016 = 100)","1987","index","104.09","Fc"
"Mauritania","Gross per capita Production Index Number (2014-2016 = 100)","1986","index","104.72","Fc"
"Mauritania","Gross per capita Production Index Number (2014-2016 = 100)","1985","index","106.24","Fc"
"Mauritania","Gross per capita Production Index Number (2014-2016 = 100)","1984","index","101.29","Fc"
"Mauritania","Gross per capita Production Index Number (2014-2016 = 100)","1983","index","107.15","Fc"
"Mauritania","Gross per capita Production Index Number (2014-2016 = 100)","1982","index","115.55","Fc"
"Mauritania","Gross per capita Production Index Number (2014-2016 = 100)","1981","index","122.61","Fc"
"Mauritania","Gross per capita Production Index Number (2014-2016 = 100)","1980","index","122.54","Fc"
"Mauritania","Gross per capita Production Index Number (2014-2016 = 100)","1979","index","119.92","Fc"
"Mauritania","Gross per capita Production Index Number (2014-2016 = 100)","1978","index","121.49","Fc"
"Mauritania","Gross per capita Production Index Number (2014-2016 = 100)","1977","index","119.44","Fc"
"Mauritania","Gross per capita Production Index Number (2014-2016 = 100)","1976","index","115.78","Fc"
"Mauritania","Gross per capita Production Index Number (2014-2016 = 100)","1975","index","109.16","Fc"
"Mauritania","Gross per capita Production Index Number (2014-2016 = 100)","1974","index","109.17","Fc"
"Mauritania","Gross per capita Production Index Number (2014-2016 = 100)","1973","index","117.92","Fc"
"Mauritania","Gross per capita Production Index Number (2014-2016 = 100)","1972","index","136.90","Fc"
"Mauritania","Gross per capita Production Index Number (2014-2016 = 100)","1971","index","147.64","Fc"
"Mauritania","Gross per capita Production Index Number (2014-2016 = 100)","1970","index","155.82","Fc"
"Mauritania","Gross per capita Production Index Number (2014-2016 = 100)","1969","index","161.15","Fc"
"Mauritania","Gross per capita Production Index Number (2014-2016 = 100)","1968","index","170.77","Fc"
"Mauritania","Gross per capita Production Index Number (2014-2016 = 100)","1967","index","169.20","Fc"
"Mauritania","Gross per capita Production Index Number (2014-2016 = 100)","1966","index","171.49","Fc"
"Mauritania","Gross per capita Production Index Number (2014-2016 = 100)","1965","index","174.54","Fc"
"Mauritania","Gross per capita Production Index Number (2014-2016 = 100)","1964","index","174.23","Fc"
"Mauritania","Gross per capita Production Index Number (2014-2016 = 100)","1963","index","173.93","Fc"
"Mauritania","Gross per capita Production Index Number (2014-2016 = 100)","1962","index","173.77","Fc"
"Mauritania","Gross per capita Production Index Number (2014-2016 = 100)","1961","index","175.44","Fc"
"Mauritius","Gross Production Index Number (2014-2016 = 100)","2018","index","89.40","Fc"
"Mauritius","Gross Production Index Number (2014-2016 = 100)","2017","index","97.60","Fc"
"Mauritius","Gross Production Index Number (2014-2016 = 100)","2016","index","97.13","Fc"
"Mauritius","Gross Production Index Number (2014-2016 = 100)","2015","index","100.26","Fc"
"Mauritius","Gross Production Index Number (2014-2016 = 100)","2014","index","102.61","Fc"
"Mauritius","Gross Production Index Number (2014-2016 = 100)","2013","index","100.48","Fc"
"Mauritius","Gross Production Index Number (2014-2016 = 100)","2012","index","102.14","Fc"
"Mauritius","Gross Production Index Number (2014-2016 = 100)","2011","index","104.90","Fc"
"Mauritius","Gross Production Index Number (2014-2016 = 100)","2010","index","106.26","Fc"
"Mauritius","Gross Production Index Number (2014-2016 = 100)","2009","index","107.99","Fc"
"Mauritius","Gross Production Index Number (2014-2016 = 100)","2008","index","103.44","Fc"
"Mauritius","Gross Production Index Number (2014-2016 = 100)","2007","index","99.40","Fc"
"Mauritius","Gross Production Index Number (2014-2016 = 100)","2006","index","104.96","Fc"
"Mauritius","Gross Production Index Number (2014-2016 = 100)","2005","index","105.90","Fc"
"Mauritius","Gross Production Index Number (2014-2016 = 100)","2004","index","112.22","Fc"
"Mauritius","Gross Production Index Number (2014-2016 = 100)","2003","index","108.69","Fc"
"Mauritius","Gross Production Index Number (2014-2016 = 100)","2002","index","102.91","Fc"
"Mauritius","Gross Production Index Number (2014-2016 = 100)","2001","index","116.43","Fc"
"Mauritius","Gross Production Index Number (2014-2016 = 100)","2000","index","102.34","Fc"
"Mauritius","Gross Production Index Number (2014-2016 = 100)","1999","index","83.51","Fc"
"Mauritius","Gross Production Index Number (2014-2016 = 100)","1998","index","106.45","Fc"
"Mauritius","Gross Production Index Number (2014-2016 = 100)","1997","index","109.21","Fc"
"Mauritius","Gross Production Index Number (2014-2016 = 100)","1996","index","101.52","Fc"
"Mauritius","Gross Production Index Number (2014-2016 = 100)","1995","index","101.48","Fc"
"Mauritius","Gross Production Index Number (2014-2016 = 100)","1994","index","94.81","Fc"
"Mauritius","Gross Production Index Number (2014-2016 = 100)","1993","index","102.14","Fc"
"Mauritius","Gross Production Index Number (2014-2016 = 100)","1992","index","105.02","Fc"
"Mauritius","Gross Production Index Number (2014-2016 = 100)","1991","index","100.30","Fc"
"Mauritius","Gross Production Index Number (2014-2016 = 100)","1990","index","99.67","Fc"
"Mauritius","Gross Production Index Number (2014-2016 = 100)","1989","index","96.42","Fc"
"Mauritius","Gross Production Index Number (2014-2016 = 100)","1988","index","97.28","Fc"
"Mauritius","Gross Production Index Number (2014-2016 = 100)","1987","index","105.76","Fc"
"Mauritius","Gross Production Index Number (2014-2016 = 100)","1986","index","103.36","Fc"
"Mauritius","Gross Production Index Number (2014-2016 = 100)","1985","index","96.47","Fc"
"Mauritius","Gross Production Index Number (2014-2016 = 100)","1984","index","88.06","Fc"
"Mauritius","Gross Production Index Number (2014-2016 = 100)","1983","index","89.74","Fc"
"Mauritius","Gross Production Index Number (2014-2016 = 100)","1982","index","106.67","Fc"
"Mauritius","Gross Production Index Number (2014-2016 = 100)","1981","index","88.65","Fc"
"Mauritius","Gross Production Index Number (2014-2016 = 100)","1980","index","77.66","Fc"
"Mauritius","Gross Production Index Number (2014-2016 = 100)","1979","index","102.12","Fc"
"Mauritius","Gross Production Index Number (2014-2016 = 100)","1978","index","100.02","Fc"
"Mauritius","Gross Production Index Number (2014-2016 = 100)","1977","index","98.06","Fc"
"Mauritius","Gross Production Index Number (2014-2016 = 100)","1976","index","102.84","Fc"
"Mauritius","Gross Production Index Number (2014-2016 = 100)","1975","index","72.93","Fc"
"Mauritius","Gross Production Index Number (2014-2016 = 100)","1974","index","96.30","Fc"
"Mauritius","Gross Production Index Number (2014-2016 = 100)","1973","index","99.01","Fc"
"Mauritius","Gross Production Index Number (2014-2016 = 100)","1972","index","99.79","Fc"
"Mauritius","Gross Production Index Number (2014-2016 = 100)","1971","index","85.60","Fc"
"Mauritius","Gross Production Index Number (2014-2016 = 100)","1970","index","82.12","Fc"
"Mauritius","Gross Production Index Number (2014-2016 = 100)","1969","index","92.48","Fc"
"Mauritius","Gross Production Index Number (2014-2016 = 100)","1968","index","83.41","Fc"
"Mauritius","Gross Production Index Number (2014-2016 = 100)","1967","index","92.46","Fc"
"Mauritius","Gross Production Index Number (2014-2016 = 100)","1966","index","78.12","Fc"
"Mauritius","Gross Production Index Number (2014-2016 = 100)","1965","index","93.51","Fc"
"Mauritius","Gross Production Index Number (2014-2016 = 100)","1964","index","70.62","Fc"
"Mauritius","Gross Production Index Number (2014-2016 = 100)","1963","index","90.40","Fc"
"Mauritius","Gross Production Index Number (2014-2016 = 100)","1962","index","73.92","Fc"
"Mauritius","Gross Production Index Number (2014-2016 = 100)","1961","index","76.93","Fc"
"Mauritius","Gross per capita Production Index Number (2014-2016 = 100)","2018","index","88.86","Fc"
"Mauritius","Gross per capita Production Index Number (2014-2016 = 100)","2017","index","97.22","Fc"
"Mauritius","Gross per capita Production Index Number (2014-2016 = 100)","2016","index","96.95","Fc"
"Mauritius","Gross per capita Production Index Number (2014-2016 = 100)","2015","index","100.26","Fc"
"Mauritius","Gross per capita Production Index Number (2014-2016 = 100)","2014","index","102.79","Fc"
"Mauritius","Gross per capita Production Index Number (2014-2016 = 100)","2013","index","100.81","Fc"
"Mauritius","Gross per capita Production Index Number (2014-2016 = 100)","2012","index","102.63","Fc"
"Mauritius","Gross per capita Production Index Number (2014-2016 = 100)","2011","index","105.61","Fc"
"Mauritius","Gross per capita Production Index Number (2014-2016 = 100)","2010","index","107.24","Fc"
"Mauritius","Gross per capita Production Index Number (2014-2016 = 100)","2009","index","109.34","Fc"
"Mauritius","Gross per capita Production Index Number (2014-2016 = 100)","2008","index","105.13","Fc"
"Mauritius","Gross per capita Production Index Number (2014-2016 = 100)","2007","index","101.46","Fc"
"Mauritius","Gross per capita Production Index Number (2014-2016 = 100)","2006","index","107.65","Fc"
"Mauritius","Gross per capita Production Index Number (2014-2016 = 100)","2005","index","109.15","Fc"
"Mauritius","Gross per capita Production Index Number (2014-2016 = 100)","2004","index","116.27","Fc"
"Mauritius","Gross per capita Production Index Number (2014-2016 = 100)","2003","index","113.24","Fc"
"Mauritius","Gross per capita Production Index Number (2014-2016 = 100)","2002","index","107.85","Fc"
"Mauritius","Gross per capita Production Index Number (2014-2016 = 100)","2001","index","122.83","Fc"
"Mauritius","Gross per capita Production Index Number (2014-2016 = 100)","2000","index","108.76","Fc"
"Mauritius","Gross per capita Production Index Number (2014-2016 = 100)","1999","index","89.48","Fc"
"Mauritius","Gross per capita Production Index Number (2014-2016 = 100)","1998","index","115.06","Fc"
"Mauritius","Gross per capita Production Index Number (2014-2016 = 100)","1997","index","119.18","Fc"
"Mauritius","Gross per capita Production Index Number (2014-2016 = 100)","1996","index","111.98","Fc"
"Mauritius","Gross per capita Production Index Number (2014-2016 = 100)","1995","index","113.24","Fc"
"Mauritius","Gross per capita Production Index Number (2014-2016 = 100)","1994","index","107.18","Fc"
"Mauritius","Gross per capita Production Index Number (2014-2016 = 100)","1993","index","117.10","Fc"
"Mauritius","Gross per capita Production Index Number (2014-2016 = 100)","1992","index","122.14","Fc"
"Mauritius","Gross per capita Production Index Number (2014-2016 = 100)","1991","index","118.23","Fc"
"Mauritius","Gross per capita Production Index Number (2014-2016 = 100)","1990","index","118.89","Fc"
"Mauritius","Gross per capita Production Index Number (2014-2016 = 100)","1989","index","116.15","Fc"
"Mauritius","Gross per capita Production Index Number (2014-2016 = 100)","1988","index","118.12","Fc"
"Mauritius","Gross per capita Production Index Number (2014-2016 = 100)","1987","index","129.30","Fc"
"Mauritius","Gross per capita Production Index Number (2014-2016 = 100)","1986","index","127.23","Fc"
"Mauritius","Gross per capita Production Index Number (2014-2016 = 100)","1985","index","119.62","Fc"
"Mauritius","Gross per capita Production Index Number (2014-2016 = 100)","1984","index","110.09","Fc"
"Mauritius","Gross per capita Production Index Number (2014-2016 = 100)","1983","index","113.19","Fc"
"Mauritius","Gross per capita Production Index Number (2014-2016 = 100)","1982","index","135.86","Fc"
"Mauritius","Gross per capita Production Index Number (2014-2016 = 100)","1981","index","114.16","Fc"
"Mauritius","Gross per capita Production Index Number (2014-2016 = 100)","1980","index","101.25","Fc"
"Mauritius","Gross per capita Production Index Number (2014-2016 = 100)","1979","index","135.02","Fc"
"Mauritius","Gross per capita Production Index Number (2014-2016 = 100)","1978","index","134.34","Fc"
"Mauritius","Gross per capita Production Index Number (2014-2016 = 100)","1977","index","133.91","Fc"
"Mauritius","Gross per capita Production Index Number (2014-2016 = 100)","1976","index","142.82","Fc"
"Mauritius","Gross per capita Production Index Number (2014-2016 = 100)","1975","index","102.95","Fc"
"Mauritius","Gross per capita Production Index Number (2014-2016 = 100)","1974","index","138.10","Fc"
"Mauritius","Gross per capita Production Index Number (2014-2016 = 100)","1973","index","144.14","Fc"
"Mauritius","Gross per capita Production Index Number (2014-2016 = 100)","1972","index","147.45","Fc"
"Mauritius","Gross per capita Production Index Number (2014-2016 = 100)","1971","index","128.41","Fc"
"Mauritius","Gross per capita Production Index Number (2014-2016 = 100)","1970","index","125.15","Fc"
"Mauritius","Gross per capita Production Index Number (2014-2016 = 100)","1969","index","143.29","Fc"
"Mauritius","Gross per capita Production Index Number (2014-2016 = 100)","1968","index","131.46","Fc"
"Mauritius","Gross per capita Production Index Number (2014-2016 = 100)","1967","index","148.38","Fc"
"Mauritius","Gross per capita Production Index Number (2014-2016 = 100)","1966","index","127.86","Fc"
"Mauritius","Gross per capita Production Index Number (2014-2016 = 100)","1965","index","156.35","Fc"
"Mauritius","Gross per capita Production Index Number (2014-2016 = 100)","1964","index","120.88","Fc"
"Mauritius","Gross per capita Production Index Number (2014-2016 = 100)","1963","index","158.71","Fc"
"Mauritius","Gross per capita Production Index Number (2014-2016 = 100)","1962","index","133.32","Fc"
"Mauritius","Gross per capita Production Index Number (2014-2016 = 100)","1961","index","142.68","Fc"
"Melanesia","Gross Production Index Number (2014-2016 = 100)","2018","index","104.24","Fc"
"Melanesia","Gross Production Index Number (2014-2016 = 100)","2017","index","103.41","Fc"
"Melanesia","Gross Production Index Number (2014-2016 = 100)","2016","index","100.52","Fc"
"Melanesia","Gross Production Index Number (2014-2016 = 100)","2015","index","99.35","Fc"
"Melanesia","Gross Production Index Number (2014-2016 = 100)","2014","index","100.13","Fc"
"Melanesia","Gross Production Index Number (2014-2016 = 100)","2013","index","97.45","Fc"
"Melanesia","Gross Production Index Number (2014-2016 = 100)","2012","index","94.80","Fc"
"Melanesia","Gross Production Index Number (2014-2016 = 100)","2011","index","96.46","Fc"
"Melanesia","Gross Production Index Number (2014-2016 = 100)","2010","index","92.03","Fc"
"Melanesia","Gross Production Index Number (2014-2016 = 100)","2009","index","93.01","Fc"
"Melanesia","Gross Production Index Number (2014-2016 = 100)","2008","index","92.58","Fc"
"Melanesia","Gross Production Index Number (2014-2016 = 100)","2007","index","90.72","Fc"
"Melanesia","Gross Production Index Number (2014-2016 = 100)","2006","index","86.33","Fc"
"Melanesia","Gross Production Index Number (2014-2016 = 100)","2005","index","83.96","Fc"
"Melanesia","Gross Production Index Number (2014-2016 = 100)","2004","index","81.63","Fc"
"Melanesia","Gross Production Index Number (2014-2016 = 100)","2003","index","79.72","Fc"
"Melanesia","Gross Production Index Number (2014-2016 = 100)","2002","index","78.44","Fc"
"Melanesia","Gross Production Index Number (2014-2016 = 100)","2001","index","76.32","Fc"
"Melanesia","Gross Production Index Number (2014-2016 = 100)","2000","index","78.30","Fc"
"Melanesia","Gross Production Index Number (2014-2016 = 100)","1999","index","76.48","Fc"
"Melanesia","Gross Production Index Number (2014-2016 = 100)","1998","index","73.23","Fc"
"Melanesia","Gross Production Index Number (2014-2016 = 100)","1997","index","72.39","Fc"
"Melanesia","Gross Production Index Number (2014-2016 = 100)","1996","index","71.57","Fc"
"Melanesia","Gross Production Index Number (2014-2016 = 100)","1995","index","68.66","Fc"
"Melanesia","Gross Production Index Number (2014-2016 = 100)","1994","index","67.89","Fc"
"Melanesia","Gross Production Index Number (2014-2016 = 100)","1993","index","67.28","Fc"
"Melanesia","Gross Production Index Number (2014-2016 = 100)","1992","index","65.14","Fc"
"Melanesia","Gross Production Index Number (2014-2016 = 100)","1991","index","62.34","Fc"
"Melanesia","Gross Production Index Number (2014-2016 = 100)","1990","index","63.83","Fc"
"Melanesia","Gross Production Index Number (2014-2016 = 100)","1989","index","62.89","Fc"
"Melanesia","Gross Production Index Number (2014-2016 = 100)","1988","index","61.25","Fc"
"Melanesia","Gross Production Index Number (2014-2016 = 100)","1987","index","60.39","Fc"
"Melanesia","Gross Production Index Number (2014-2016 = 100)","1986","index","60.41","Fc"
"Melanesia","Gross Production Index Number (2014-2016 = 100)","1985","index","59.59","Fc"
"Melanesia","Gross Production Index Number (2014-2016 = 100)","1984","index","59.11","Fc"
"Melanesia","Gross Production Index Number (2014-2016 = 100)","1983","index","54.88","Fc"
"Melanesia","Gross Production Index Number (2014-2016 = 100)","1982","index","54.78","Fc"
"Melanesia","Gross Production Index Number (2014-2016 = 100)","1981","index","54.41","Fc"
"Melanesia","Gross Production Index Number (2014-2016 = 100)","1980","index","52.81","Fc"
"Melanesia","Gross Production Index Number (2014-2016 = 100)","1979","index","52.02","Fc"
"Melanesia","Gross Production Index Number (2014-2016 = 100)","1978","index","50.02","Fc"
"Melanesia","Gross Production Index Number (2014-2016 = 100)","1977","index","48.59","Fc"
"Melanesia","Gross Production Index Number (2014-2016 = 100)","1976","index","47.31","Fc"
"Melanesia","Gross Production Index Number (2014-2016 = 100)","1975","index","46.01","Fc"
"Melanesia","Gross Production Index Number (2014-2016 = 100)","1974","index","45.40","Fc"
"Melanesia","Gross Production Index Number (2014-2016 = 100)","1973","index","43.57","Fc"
"Melanesia","Gross Production Index Number (2014-2016 = 100)","1972","index","42.78","Fc"
"Melanesia","Gross Production Index Number (2014-2016 = 100)","1971","index","42.61","Fc"
"Melanesia","Gross Production Index Number (2014-2016 = 100)","1970","index","42.08","Fc"
"Melanesia","Gross Production Index Number (2014-2016 = 100)","1969","index","40.63","Fc"
"Melanesia","Gross Production Index Number (2014-2016 = 100)","1968","index","39.49","Fc"
"Melanesia","Gross Production Index Number (2014-2016 = 100)","1967","index","37.96","Fc"
"Melanesia","Gross Production Index Number (2014-2016 = 100)","1966","index","37.12","Fc"
"Melanesia","Gross Production Index Number (2014-2016 = 100)","1965","index","35.92","Fc"
"Melanesia","Gross Production Index Number (2014-2016 = 100)","1964","index","35.96","Fc"
"Melanesia","Gross Production Index Number (2014-2016 = 100)","1963","index","34.91","Fc"
"Melanesia","Gross Production Index Number (2014-2016 = 100)","1962","index","33.41","Fc"
"Melanesia","Gross Production Index Number (2014-2016 = 100)","1961","index","31.71","Fc"
"Melanesia","Gross per capita Production Index Number (2014-2016 = 100)","2018","index","98.46","Fc"
"Melanesia","Gross per capita Production Index Number (2014-2016 = 100)","2017","index","99.54","Fc"
"Melanesia","Gross per capita Production Index Number (2014-2016 = 100)","2016","index","98.62","Fc"
"Melanesia","Gross per capita Production Index Number (2014-2016 = 100)","2015","index","99.34","Fc"
"Melanesia","Gross per capita Production Index Number (2014-2016 = 100)","2014","index","102.03","Fc"
"Melanesia","Gross per capita Production Index Number (2014-2016 = 100)","2013","index","101.19","Fc"
"Melanesia","Gross per capita Production Index Number (2014-2016 = 100)","2012","index","100.34","Fc"
"Melanesia","Gross per capita Production Index Number (2014-2016 = 100)","2011","index","104.12","Fc"
"Melanesia","Gross per capita Production Index Number (2014-2016 = 100)","2010","index","101.38","Fc"
"Melanesia","Gross per capita Production Index Number (2014-2016 = 100)","2009","index","104.66","Fc"
"Melanesia","Gross per capita Production Index Number (2014-2016 = 100)","2008","index","106.52","Fc"
"Melanesia","Gross per capita Production Index Number (2014-2016 = 100)","2007","index","106.77","Fc"
"Melanesia","Gross per capita Production Index Number (2014-2016 = 100)","2006","index","103.89","Fc"
"Melanesia","Gross per capita Production Index Number (2014-2016 = 100)","2005","index","103.23","Fc"
"Melanesia","Gross per capita Production Index Number (2014-2016 = 100)","2004","index","102.40","Fc"
"Melanesia","Gross per capita Production Index Number (2014-2016 = 100)","2003","index","101.94","Fc"
"Melanesia","Gross per capita Production Index Number (2014-2016 = 100)","2002","index","102.19","Fc"
"Melanesia","Gross per capita Production Index Number (2014-2016 = 100)","2001","index","101.33","Fc"
"Melanesia","Gross per capita Production Index Number (2014-2016 = 100)","2000","index","106.03","Fc"
"Melanesia","Gross per capita Production Index Number (2014-2016 = 100)","1999","index","105.77","Fc"
"Melanesia","Gross per capita Production Index Number (2014-2016 = 100)","1998","index","103.54","Fc"
"Melanesia","Gross per capita Production Index Number (2014-2016 = 100)","1997","index","104.70","Fc"
"Melanesia","Gross per capita Production Index Number (2014-2016 = 100)","1996","index","105.93","Fc"
"Melanesia","Gross per capita Production Index Number (2014-2016 = 100)","1995","index","103.98","Fc"
"Melanesia","Gross per capita Production Index Number (2014-2016 = 100)","1994","index","105.18","Fc"
"Melanesia","Gross per capita Production Index Number (2014-2016 = 100)","1993","index","106.62","Fc"
"Melanesia","Gross per capita Production Index Number (2014-2016 = 100)","1992","index","105.58","Fc"
"Melanesia","Gross per capita Production Index Number (2014-2016 = 100)","1991","index","103.31","Fc"
"Melanesia","Gross per capita Production Index Number (2014-2016 = 100)","1990","index","108.15","Fc"
"Melanesia","Gross per capita Production Index Number (2014-2016 = 100)","1989","index","108.92","Fc"
"Melanesia","Gross per capita Production Index Number (2014-2016 = 100)","1988","index","108.38","Fc"
"Melanesia","Gross per capita Production Index Number (2014-2016 = 100)","1987","index","109.17","Fc"
"Melanesia","Gross per capita Production Index Number (2014-2016 = 100)","1986","index","111.66","Fc"
"Melanesia","Gross per capita Production Index Number (2014-2016 = 100)","1985","index","112.75","Fc"
"Melanesia","Gross per capita Production Index Number (2014-2016 = 100)","1984","index","114.61","Fc"
"Melanesia","Gross per capita Production Index Number (2014-2016 = 100)","1983","index","109.19","Fc"
"Melanesia","Gross per capita Production Index Number (2014-2016 = 100)","1982","index","111.92","Fc"
"Melanesia","Gross per capita Production Index Number (2014-2016 = 100)","1981","index","114.16","Fc"
"Melanesia","Gross per capita Production Index Number (2014-2016 = 100)","1980","index","113.78","Fc"
"Melanesia","Gross per capita Production Index Number (2014-2016 = 100)","1979","index","115.01","Fc"
"Melanesia","Gross per capita Production Index Number (2014-2016 = 100)","1978","index","113.44","Fc"
"Melanesia","Gross per capita Production Index Number (2014-2016 = 100)","1977","index","112.98","Fc"
"Melanesia","Gross per capita Production Index Number (2014-2016 = 100)","1976","index","112.80","Fc"
"Melanesia","Gross per capita Production Index Number (2014-2016 = 100)","1975","index","112.49","Fc"
"Melanesia","Gross per capita Production Index Number (2014-2016 = 100)","1974","index","113.82","Fc"
"Melanesia","Gross per capita Production Index Number (2014-2016 = 100)","1973","index","112.03","Fc"
"Melanesia","Gross per capita Production Index Number (2014-2016 = 100)","1972","index","112.78","Fc"
"Melanesia","Gross per capita Production Index Number (2014-2016 = 100)","1971","index","115.16","Fc"
"Melanesia","Gross per capita Production Index Number (2014-2016 = 100)","1970","index","116.55","Fc"
"Melanesia","Gross per capita Production Index Number (2014-2016 = 100)","1969","index","115.25","Fc"
"Melanesia","Gross per capita Production Index Number (2014-2016 = 100)","1968","index","114.70","Fc"
"Melanesia","Gross per capita Production Index Number (2014-2016 = 100)","1967","index","112.84","Fc"
"Melanesia","Gross per capita Production Index Number (2014-2016 = 100)","1966","index","112.91","Fc"
"Melanesia","Gross per capita Production Index Number (2014-2016 = 100)","1965","index","111.82","Fc"
"Melanesia","Gross per capita Production Index Number (2014-2016 = 100)","1964","index","114.52","Fc"
"Melanesia","Gross per capita Production Index Number (2014-2016 = 100)","1963","index","113.72","Fc"
"Melanesia","Gross per capita Production Index Number (2014-2016 = 100)","1962","index","111.31","Fc"
"Melanesia","Gross per capita Production Index Number (2014-2016 = 100)","1961","index","107.99","Fc"
"Mexico","Gross Production Index Number (2014-2016 = 100)","2018","index","110.40","Fc"
"Mexico","Gross Production Index Number (2014-2016 = 100)","2017","index","107.97","Fc"
"Mexico","Gross Production Index Number (2014-2016 = 100)","2016","index","103.90","Fc"
"Mexico","Gross Production Index Number (2014-2016 = 100)","2015","index","98.38","Fc"
"Mexico","Gross Production Index Number (2014-2016 = 100)","2014","index","97.71","Fc"
"Mexico","Gross Production Index Number (2014-2016 = 100)","2013","index","94.53","Fc"
"Mexico","Gross Production Index Number (2014-2016 = 100)","2012","index","92.27","Fc"
"Mexico","Gross Production Index Number (2014-2016 = 100)","2011","index","87.64","Fc"
"Mexico","Gross Production Index Number (2014-2016 = 100)","2010","index","88.66","Fc"
"Mexico","Gross Production Index Number (2014-2016 = 100)","2009","index","86.09","Fc"
"Mexico","Gross Production Index Number (2014-2016 = 100)","2008","index","88.25","Fc"
"Mexico","Gross Production Index Number (2014-2016 = 100)","2007","index","86.06","Fc"
"Mexico","Gross Production Index Number (2014-2016 = 100)","2006","index","84.10","Fc"
"Mexico","Gross Production Index Number (2014-2016 = 100)","2005","index","80.35","Fc"
"Mexico","Gross Production Index Number (2014-2016 = 100)","2004","index","80.98","Fc"
"Mexico","Gross Production Index Number (2014-2016 = 100)","2003","index","78.73","Fc"
"Mexico","Gross Production Index Number (2014-2016 = 100)","2002","index","76.20","Fc"
"Mexico","Gross Production Index Number (2014-2016 = 100)","2001","index","76.48","Fc"
"Mexico","Gross Production Index Number (2014-2016 = 100)","2000","index","72.47","Fc"
"Mexico","Gross Production Index Number (2014-2016 = 100)","1999","index","71.65","Fc"
"Mexico","Gross Production Index Number (2014-2016 = 100)","1998","index","69.67","Fc"
"Mexico","Gross Production Index Number (2014-2016 = 100)","1997","index","66.52","Fc"
"Mexico","Gross Production Index Number (2014-2016 = 100)","1996","index","65.41","Fc"
"Mexico","Gross Production Index Number (2014-2016 = 100)","1995","index","63.42","Fc"
"Mexico","Gross Production Index Number (2014-2016 = 100)","1994","index","60.64","Fc"
"Mexico","Gross Production Index Number (2014-2016 = 100)","1993","index","58.45","Fc"
"Mexico","Gross Production Index Number (2014-2016 = 100)","1992","index","56.87","Fc"
"Mexico","Gross Production Index Number (2014-2016 = 100)","1991","index","56.24","Fc"
"Mexico","Gross Production Index Number (2014-2016 = 100)","1990","index","56.98","Fc"
"Mexico","Gross Production Index Number (2014-2016 = 100)","1989","index","52.39","Fc"
"Mexico","Gross Production Index Number (2014-2016 = 100)","1988","index","54.77","Fc"
"Mexico","Gross Production Index Number (2014-2016 = 100)","1987","index","56.29","Fc"
"Mexico","Gross Production Index Number (2014-2016 = 100)","1986","index","55.81","Fc"
"Mexico","Gross Production Index Number (2014-2016 = 100)","1985","index","53.81","Fc"
"Mexico","Gross Production Index Number (2014-2016 = 100)","1984","index","51.77","Fc"
"Mexico","Gross Production Index Number (2014-2016 = 100)","1983","index","51.76","Fc"
"Mexico","Gross Production Index Number (2014-2016 = 100)","1982","index","49.43","Fc"
"Mexico","Gross Production Index Number (2014-2016 = 100)","1981","index","50.22","Fc"
"Mexico","Gross Production Index Number (2014-2016 = 100)","1980","index","46.98","Fc"
"Mexico","Gross Production Index Number (2014-2016 = 100)","1979","index","43.09","Fc"
"Mexico","Gross Production Index Number (2014-2016 = 100)","1978","index","44.62","Fc"
"Mexico","Gross Production Index Number (2014-2016 = 100)","1977","index","41.18","Fc"
"Mexico","Gross Production Index Number (2014-2016 = 100)","1976","index","37.55","Fc"
"Mexico","Gross Production Index Number (2014-2016 = 100)","1975","index","37.12","Fc"
"Mexico","Gross Production Index Number (2014-2016 = 100)","1974","index","36.07","Fc"
"Mexico","Gross Production Index Number (2014-2016 = 100)","1973","index","35.13","Fc"
"Mexico","Gross Production Index Number (2014-2016 = 100)","1972","index","34.10","Fc"
"Mexico","Gross Production Index Number (2014-2016 = 100)","1971","index","32.47","Fc"
"Mexico","Gross Production Index Number (2014-2016 = 100)","1970","index","31.24","Fc"
"Mexico","Gross Production Index Number (2014-2016 = 100)","1969","index","30.18","Fc"
